Clave_Ent,Tipo de delito,Modalidad,Sexo,Rango de edad,Categoria del delito,Clasificacion de edad
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Homicidio,,2.0,1,1.0,1.0
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Homicidio,1.0,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Lesiones,,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Lesiones,1.0,2.0,1,1.0,1.0
1,Feminicidio,1.0,2.0,1,1.0,1.0
1,Feminicidio,1.0,2.0,1,1.0,1.0
1,Feminicidio,1.0,2.0,1,1.0,1.0
1,Feminicidio,1.0,2.0,1,1.0,1.0
1,Secuestro,2.0,2.0,1,2.0,1.0
1,Secuestro,,2.0,1,2.0,1.0
1,Secuestro,,2.0,1,2.0,1.0
1,Secuestro,,2.0,1,2.0,1.0
1,Secuestro,2.0,2.0,1,2.0,1.0
1,Homicidio,1.0,2.0,2,1.0,
1,Homicidio,1.0,2.0,2,1.0,
1,Homicidio,1.0,2.0,2,1.0,
1,Homicidio,1.0,2.0,2,1.0,
1,Homicidio,1.0,2.0,2,1.0,
1,Homicidio,1.0,2.0,2,1.0,
1,Homicidio,,2.0,2,1.0,
1,Homicidio,1.0,2.0,2,1.0,
1,Homicidio,1.0,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Lesiones,,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Lesiones,1.0,2.0,2,1.0,
1,Feminicidio,1.0,2.0,2,1.0,
1,Feminicidio,1.0,2.0,2,1.0,
1,Feminicidio,1.0,2.0,2,1.0,
1,Feminicidio,1.0,2.0,2,1.0,
1,Secuestro,2.0,2.0,2,2.0,
1,Secuestro,,2.0,2,2.0,
1,Secuestro,,2.0,2,2.0,
1,Secuestro,,2.0,2,2.0,
1,Secuestro,2.0,2.0,2,2.0,
1,Homicidio,1.0,2.0,,1.0,
1,Homicidio,1.0,2.0,,1.0,
1,Homicidio,1.0,2.0,,1.0,
1,Homicidio,1.0,2.0,,1.0,
1,Homicidio,1.0,2.0,,1.0,
1,Homicidio,1.0,2.0,,1.0,
1,Homicidio,,2.0,,1.0,
1,Homicidio,1.0,2.0,,1.0,
1,Homicidio,1.0,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Lesiones,,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Lesiones,1.0,2.0,,1.0,
1,Feminicidio,1.0,2.0,,1.0,
1,Feminicidio,1.0,2.0,,1.0,
1,Feminicidio,1.0,2.0,,1.0,
1,Feminicidio,1.0,2.0,,1.0,
1,Secuestro,2.0,2.0,,2.0,
1,Secuestro,,2.0,,2.0,
1,Secuestro,,2.0,,2.0,
1,Secuestro,,2.0,,2.0,
1,Secuestro,2.0,2.0,,2.0,
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Homicidio,,1.0,1,1.0,1.0
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Homicidio,1.0,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Lesiones,,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Lesiones,1.0,1.0,1,1.0,1.0
1,Secuestro,2.0,1.0,1,2.0,1.0
1,Secuestro,,1.0,1,2.0,1.0
1,Secuestro,,1.0,1,2.0,1.0
1,Secuestro,,1.0,1,2.0,1.0
1,Secuestro,2.0,1.0,1,2.0,1.0
1,Homicidio,1.0,1.0,2,1.0,
1,Homicidio,1.0,1.0,2,1.0,
1,Homicidio,1.0,1.0,2,1.0,
1,Homicidio,1.0,1.0,2,1.0,
1,Homicidio,1.0,1.0,2,1.0,
1,Homicidio,1.0,1.0,2,1.0,
1,Homicidio,,1.0,2,1.0,
1,Homicidio,1.0,1.0,2,1.0,
1,Homicidio,1.0,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Lesiones,,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Lesiones,1.0,1.0,2,1.0,
1,Secuestro,2.0,1.0,2,2.0,
1,Secuestro,,1.0,2,2.0,
1,Secuestro,,1.0,2,2.0,
1,Secuestro,,1.0,2,2.0,
1,Secuestro,2.0,1.0,2,2.0,
1,Homicidio,1.0,1.0,,1.0,
1,Homicidio,1.0,1.0,,1.0,
1,Homicidio,1.0,1.0,,1.0,
1,Homicidio,1.0,1.0,,1.0,
1,Homicidio,1.0,1.0,,1.0,
1,Homicidio,1.0,1.0,,1.0,
1,Homicidio,,1.0,,1.0,
1,Homicidio,1.0,1.0,,1.0,
1,Homicidio,1.0,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Lesiones,,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Lesiones,1.0,1.0,,1.0,
1,Secuestro,2.0,1.0,,2.0,
1,Secuestro,,1.0,,2.0,
1,Secuestro,,1.0,,2.0,
1,Secuestro,,1.0,,2.0,
1,Secuestro,2.0,1.0,,2.0,
1,Homicidio,1.0,,,1.0,
1,Homicidio,1.0,,,1.0,
1,Homicidio,1.0,,,1.0,
1,Homicidio,1.0,,,1.0,
1,Homicidio,1.0,,,1.0,
1,Homicidio,1.0,,,1.0,
1,Homicidio,,,,1.0,
1,Homicidio,1.0,,,1.0,
1,Homicidio,1.0,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Lesiones,,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Lesiones,1.0,,,1.0,
1,Secuestro,2.0,,,2.0,
1,Secuestro,,,,2.0,
1,Secuestro,,,,2.0,
1,Secuestro,,,,2.0,
1,Secuestro,2.0,,,2.0,
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Homicidio,,2.0,1,1.0,1.0
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Homicidio,1.0,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Lesiones,,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Lesiones,1.0,2.0,1,1.0,1.0
2,Feminicidio,1.0,2.0,1,1.0,1.0
2,Feminicidio,1.0,2.0,1,1.0,1.0
2,Feminicidio,1.0,2.0,1,1.0,1.0
2,Feminicidio,1.0,2.0,1,1.0,1.0
2,Secuestro,2.0,2.0,1,2.0,1.0
2,Secuestro,,2.0,1,2.0,1.0
2,Secuestro,,2.0,1,2.0,1.0
2,Secuestro,,2.0,1,2.0,1.0
2,Secuestro,2.0,2.0,1,2.0,1.0
2,Homicidio,1.0,2.0,2,1.0,
2,Homicidio,1.0,2.0,2,1.0,
2,Homicidio,1.0,2.0,2,1.0,
2,Homicidio,1.0,2.0,2,1.0,
2,Homicidio,1.0,2.0,2,1.0,
2,Homicidio,1.0,2.0,2,1.0,
2,Homicidio,,2.0,2,1.0,
2,Homicidio,1.0,2.0,2,1.0,
2,Homicidio,1.0,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Lesiones,,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Lesiones,1.0,2.0,2,1.0,
2,Feminicidio,1.0,2.0,2,1.0,
2,Feminicidio,1.0,2.0,2,1.0,
2,Feminicidio,1.0,2.0,2,1.0,
2,Feminicidio,1.0,2.0,2,1.0,
2,Secuestro,2.0,2.0,2,2.0,
2,Secuestro,,2.0,2,2.0,
2,Secuestro,,2.0,2,2.0,
2,Secuestro,,2.0,2,2.0,
2,Secuestro,2.0,2.0,2,2.0,
2,Homicidio,1.0,2.0,,1.0,
2,Homicidio,1.0,2.0,,1.0,
2,Homicidio,1.0,2.0,,1.0,
2,Homicidio,1.0,2.0,,1.0,
2,Homicidio,1.0,2.0,,1.0,
2,Homicidio,1.0,2.0,,1.0,
2,Homicidio,,2.0,,1.0,
2,Homicidio,1.0,2.0,,1.0,
2,Homicidio,1.0,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Lesiones,,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Lesiones,1.0,2.0,,1.0,
2,Feminicidio,1.0,2.0,,1.0,
2,Feminicidio,1.0,2.0,,1.0,
2,Feminicidio,1.0,2.0,,1.0,
2,Feminicidio,1.0,2.0,,1.0,
2,Secuestro,2.0,2.0,,2.0,
2,Secuestro,,2.0,,2.0,
2,Secuestro,,2.0,,2.0,
2,Secuestro,,2.0,,2.0,
2,Secuestro,2.0,2.0,,2.0,
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Homicidio,,1.0,1,1.0,1.0
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Homicidio,1.0,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Lesiones,,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Lesiones,1.0,1.0,1,1.0,1.0
2,Secuestro,2.0,1.0,1,2.0,1.0
2,Secuestro,,1.0,1,2.0,1.0
2,Secuestro,,1.0,1,2.0,1.0
2,Secuestro,,1.0,1,2.0,1.0
2,Secuestro,2.0,1.0,1,2.0,1.0
2,Homicidio,1.0,1.0,2,1.0,
2,Homicidio,1.0,1.0,2,1.0,
2,Homicidio,1.0,1.0,2,1.0,
2,Homicidio,1.0,1.0,2,1.0,
2,Homicidio,1.0,1.0,2,1.0,
2,Homicidio,1.0,1.0,2,1.0,
2,Homicidio,,1.0,2,1.0,
2,Homicidio,1.0,1.0,2,1.0,
2,Homicidio,1.0,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Lesiones,,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Lesiones,1.0,1.0,2,1.0,
2,Secuestro,2.0,1.0,2,2.0,
2,Secuestro,,1.0,2,2.0,
2,Secuestro,,1.0,2,2.0,
2,Secuestro,,1.0,2,2.0,
2,Secuestro,2.0,1.0,2,2.0,
2,Homicidio,1.0,1.0,,1.0,
2,Homicidio,1.0,1.0,,1.0,
2,Homicidio,1.0,1.0,,1.0,
2,Homicidio,1.0,1.0,,1.0,
2,Homicidio,1.0,1.0,,1.0,
2,Homicidio,1.0,1.0,,1.0,
2,Homicidio,,1.0,,1.0,
2,Homicidio,1.0,1.0,,1.0,
2,Homicidio,1.0,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Lesiones,,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Lesiones,1.0,1.0,,1.0,
2,Secuestro,2.0,1.0,,2.0,
2,Secuestro,,1.0,,2.0,
2,Secuestro,,1.0,,2.0,
2,Secuestro,,1.0,,2.0,
2,Secuestro,2.0,1.0,,2.0,
2,Homicidio,1.0,,,1.0,
2,Homicidio,1.0,,,1.0,
2,Homicidio,1.0,,,1.0,
2,Homicidio,1.0,,,1.0,
2,Homicidio,1.0,,,1.0,
2,Homicidio,1.0,,,1.0,
2,Homicidio,,,,1.0,
2,Homicidio,1.0,,,1.0,
2,Homicidio,1.0,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Lesiones,,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Lesiones,1.0,,,1.0,
2,Secuestro,2.0,,,2.0,
2,Secuestro,,,,2.0,
2,Secuestro,,,,2.0,
2,Secuestro,,,,2.0,
2,Secuestro,2.0,,,2.0,
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Homicidio,,2.0,1,1.0,1.0
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Homicidio,1.0,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Lesiones,,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Lesiones,1.0,2.0,1,1.0,1.0
3,Feminicidio,1.0,2.0,1,1.0,1.0
3,Feminicidio,1.0,2.0,1,1.0,1.0
3,Feminicidio,1.0,2.0,1,1.0,1.0
3,Feminicidio,1.0,2.0,1,1.0,1.0
3,Secuestro,2.0,2.0,1,2.0,1.0
3,Secuestro,,2.0,1,2.0,1.0
3,Secuestro,,2.0,1,2.0,1.0
3,Secuestro,,2.0,1,2.0,1.0
3,Secuestro,2.0,2.0,1,2.0,1.0
3,Homicidio,1.0,2.0,2,1.0,
3,Homicidio,1.0,2.0,2,1.0,
3,Homicidio,1.0,2.0,2,1.0,
3,Homicidio,1.0,2.0,2,1.0,
3,Homicidio,1.0,2.0,2,1.0,
3,Homicidio,1.0,2.0,2,1.0,
3,Homicidio,,2.0,2,1.0,
3,Homicidio,1.0,2.0,2,1.0,
3,Homicidio,1.0,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Lesiones,,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Lesiones,1.0,2.0,2,1.0,
3,Feminicidio,1.0,2.0,2,1.0,
3,Feminicidio,1.0,2.0,2,1.0,
3,Feminicidio,1.0,2.0,2,1.0,
3,Feminicidio,1.0,2.0,2,1.0,
3,Secuestro,2.0,2.0,2,2.0,
3,Secuestro,,2.0,2,2.0,
3,Secuestro,,2.0,2,2.0,
3,Secuestro,,2.0,2,2.0,
3,Secuestro,2.0,2.0,2,2.0,
3,Homicidio,1.0,2.0,,1.0,
3,Homicidio,1.0,2.0,,1.0,
3,Homicidio,1.0,2.0,,1.0,
3,Homicidio,1.0,2.0,,1.0,
3,Homicidio,1.0,2.0,,1.0,
3,Homicidio,1.0,2.0,,1.0,
3,Homicidio,,2.0,,1.0,
3,Homicidio,1.0,2.0,,1.0,
3,Homicidio,1.0,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Lesiones,,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Lesiones,1.0,2.0,,1.0,
3,Feminicidio,1.0,2.0,,1.0,
3,Feminicidio,1.0,2.0,,1.0,
3,Feminicidio,1.0,2.0,,1.0,
3,Feminicidio,1.0,2.0,,1.0,
3,Secuestro,2.0,2.0,,2.0,
3,Secuestro,,2.0,,2.0,
3,Secuestro,,2.0,,2.0,
3,Secuestro,,2.0,,2.0,
3,Secuestro,2.0,2.0,,2.0,
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Homicidio,,1.0,1,1.0,1.0
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Homicidio,1.0,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Lesiones,,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Lesiones,1.0,1.0,1,1.0,1.0
3,Secuestro,2.0,1.0,1,2.0,1.0
3,Secuestro,,1.0,1,2.0,1.0
3,Secuestro,,1.0,1,2.0,1.0
3,Secuestro,,1.0,1,2.0,1.0
3,Secuestro,2.0,1.0,1,2.0,1.0
3,Homicidio,1.0,1.0,2,1.0,
3,Homicidio,1.0,1.0,2,1.0,
3,Homicidio,1.0,1.0,2,1.0,
3,Homicidio,1.0,1.0,2,1.0,
3,Homicidio,1.0,1.0,2,1.0,
3,Homicidio,1.0,1.0,2,1.0,
3,Homicidio,,1.0,2,1.0,
3,Homicidio,1.0,1.0,2,1.0,
3,Homicidio,1.0,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Lesiones,,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Lesiones,1.0,1.0,2,1.0,
3,Secuestro,2.0,1.0,2,2.0,
3,Secuestro,,1.0,2,2.0,
3,Secuestro,,1.0,2,2.0,
3,Secuestro,,1.0,2,2.0,
3,Secuestro,2.0,1.0,2,2.0,
3,Homicidio,1.0,1.0,,1.0,
3,Homicidio,1.0,1.0,,1.0,
3,Homicidio,1.0,1.0,,1.0,
3,Homicidio,1.0,1.0,,1.0,
3,Homicidio,1.0,1.0,,1.0,
3,Homicidio,1.0,1.0,,1.0,
3,Homicidio,,1.0,,1.0,
3,Homicidio,1.0,1.0,,1.0,
3,Homicidio,1.0,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Lesiones,,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Lesiones,1.0,1.0,,1.0,
3,Secuestro,2.0,1.0,,2.0,
3,Secuestro,,1.0,,2.0,
3,Secuestro,,1.0,,2.0,
3,Secuestro,,1.0,,2.0,
3,Secuestro,2.0,1.0,,2.0,
3,Homicidio,1.0,,,1.0,
3,Homicidio,1.0,,,1.0,
3,Homicidio,1.0,,,1.0,
3,Homicidio,1.0,,,1.0,
3,Homicidio,1.0,,,1.0,
3,Homicidio,1.0,,,1.0,
3,Homicidio,,,,1.0,
3,Homicidio,1.0,,,1.0,
3,Homicidio,1.0,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Lesiones,,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Lesiones,1.0,,,1.0,
3,Secuestro,2.0,,,2.0,
3,Secuestro,,,,2.0,
3,Secuestro,,,,2.0,
3,Secuestro,,,,2.0,
3,Secuestro,2.0,,,2.0,
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Homicidio,,2.0,1,1.0,1.0
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Homicidio,1.0,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Lesiones,,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Lesiones,1.0,2.0,1,1.0,1.0
4,Feminicidio,1.0,2.0,1,1.0,1.0
4,Feminicidio,1.0,2.0,1,1.0,1.0
4,Feminicidio,1.0,2.0,1,1.0,1.0
4,Feminicidio,1.0,2.0,1,1.0,1.0
4,Secuestro,2.0,2.0,1,2.0,1.0
4,Secuestro,,2.0,1,2.0,1.0
4,Secuestro,,2.0,1,2.0,1.0
4,Secuestro,,2.0,1,2.0,1.0
4,Secuestro,2.0,2.0,1,2.0,1.0
4,Homicidio,1.0,2.0,2,1.0,
4,Homicidio,1.0,2.0,2,1.0,
4,Homicidio,1.0,2.0,2,1.0,
4,Homicidio,1.0,2.0,2,1.0,
4,Homicidio,1.0,2.0,2,1.0,
4,Homicidio,1.0,2.0,2,1.0,
4,Homicidio,,2.0,2,1.0,
4,Homicidio,1.0,2.0,2,1.0,
4,Homicidio,1.0,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Lesiones,,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Lesiones,1.0,2.0,2,1.0,
4,Feminicidio,1.0,2.0,2,1.0,
4,Feminicidio,1.0,2.0,2,1.0,
4,Feminicidio,1.0,2.0,2,1.0,
4,Feminicidio,1.0,2.0,2,1.0,
4,Secuestro,2.0,2.0,2,2.0,
4,Secuestro,,2.0,2,2.0,
4,Secuestro,,2.0,2,2.0,
4,Secuestro,,2.0,2,2.0,
4,Secuestro,2.0,2.0,2,2.0,
4,Homicidio,1.0,2.0,,1.0,
4,Homicidio,1.0,2.0,,1.0,
4,Homicidio,1.0,2.0,,1.0,
4,Homicidio,1.0,2.0,,1.0,
4,Homicidio,1.0,2.0,,1.0,
4,Homicidio,1.0,2.0,,1.0,
4,Homicidio,,2.0,,1.0,
4,Homicidio,1.0,2.0,,1.0,
4,Homicidio,1.0,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Lesiones,,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Lesiones,1.0,2.0,,1.0,
4,Feminicidio,1.0,2.0,,1.0,
4,Feminicidio,1.0,2.0,,1.0,
4,Feminicidio,1.0,2.0,,1.0,
4,Feminicidio,1.0,2.0,,1.0,
4,Secuestro,2.0,2.0,,2.0,
4,Secuestro,,2.0,,2.0,
4,Secuestro,,2.0,,2.0,
4,Secuestro,,2.0,,2.0,
4,Secuestro,2.0,2.0,,2.0,
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Homicidio,,1.0,1,1.0,1.0
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Homicidio,1.0,1.0,1,1.0,1.0
4,Lesiones,1.0,1.0,1,1.0,1.0
4,Lesiones,1.0,1.0,1,1.0,1.0
4,Lesiones,1.0,1.0,1,1.0,1.0
4,Lesiones,1.0,1.0,1,1.0,1.0
4,Lesiones,1.0,1.0,1,1.0,1.0
